sentiment,time,tweet
Positive,Sat May 30 09:33:19 PDT 2009,"@Just_Abbey you know you miss me, I'm to damn lovable "
Negative,Sat Apr 18 21:51:41 PDT 2009,Im never getting out of work 
Positive,Sun Jun 07 02:02:23 PDT 2009,I love Wall-e he is adorable 
Negative,Sat Jun 06 00:22:40 PDT 2009,@__lilly_ why are you throwing up? 
Positive,Mon Jun 01 21:25:10 PDT 2009,@ZacharyThomas haha!  sleep well #awesomedork 
Positive,Tue Jun 02 08:56:32 PDT 2009,"@5ksandcabernets If you're pursuing a *plan* that includes Krispy Kremes, teach me! "
Positive,Fri May 01 20:45:26 PDT 2009,@hlcueva Hi there! Thanks for joining the Geek is Chic twibe 
Positive,Mon Jun 15 00:46:23 PDT 2009,Welcome aboard Warren C. To the Underground V.I.P access area please 
Positive,Fri May 22 06:23:16 PDT 2009,"at school, hope everyone's having a positive day! "
Negative,Mon Jun 15 16:16:19 PDT 2009,@JayIzzy19 i'm jealous lol  can i have them?
Positive,Wed Jun 03 06:34:37 PDT 2009,Forging money at the moment - and prolly the next of coming month as well  Artproject of Meshac Gaba.
Positive,Mon May 18 05:35:45 PDT 2009,@stuartmanning lol what else can I say 
Negative,Thu May 28 22:45:10 PDT 2009,@hufflepuff4ever Aww! I got an extra $93 from texting added to my phone because certain people have whole conversations daily on twitter. 
Positive,Sun May 31 12:42:38 PDT 2009,@ostinelli great work on @leeander blog. Just... well... the title font is weird (&quot;logo-lee.gif&quot;) 
Negative,Mon Apr 20 05:37:49 PDT 2009,"@NinaPA Thx, lass!  Was just lamenting my crappy immune system. I get sick and 3 othr things attack me, too. "
Positive,Fri Jun 05 09:00:27 PDT 2009,http://twitpic.com/6od50 NEW REMIX ONLINE check this http://tinyurl.com/cu3rpe  YEAH!!!!
Positive,Tue Jun 16 04:31:40 PDT 2009,just got home..had a great time with friends!! thanks to all who greeted.. 
Positive,Sat Jun 06 12:06:02 PDT 2009,"aaahhh the weekend, best part of the week  "
Negative,Sat May 02 10:31:56 PDT 2009,i need friends  im so lonely
Negative,Sat Jun 20 07:46:05 PDT 2009,@BrentLauren yuck! I don't wanna come back to that 
Negative,Tue Jun 02 04:50:06 PDT 2009,Got some good Bible reading done this morning! And pray for me today 2 annoying finals! 
Positive,Wed Jun 03 07:05:13 PDT 2009,"@bbgurljewelz we don't have that much money, but man I would love to "
Negative,Thu May 28 22:04:09 PDT 2009,@smashley6 @angelsfan02 I'm jealous wish I could have joined u two tonight  next time!!!
Positive,Fri May 29 09:34:29 PDT 2009,@mathcat345  You're welcome for the ff.  I like listening to your ramblings  I hope you are recovering quickly?!?!
Negative,Mon Jun 01 06:47:30 PDT 2009,"back at work from 4 days home sick, over 600 e-mail and outlook keeps freezing "
Positive,Tue May 26 21:27:07 PDT 2009,Oh yes  @SolangeNoir: &quot;Anybody else remember this band? &quot; ? http://blip.fm/~73wx6
Negative,Sat Jun 06 16:16:46 PDT 2009,They're gutting the old Lucas Building   http://twitpic.com/6s9ul
Positive,Sun May 31 09:25:33 PDT 2009,"It's time for me to turn in, twitter world  Good night, moonlight &lt;3"
Negative,Sun Apr 19 03:20:53 PDT 2009,I have a headache.. 
Negative,Mon Jun 15 08:55:54 PDT 2009,i dont want to go to class! 
Positive,Tue Apr 07 05:44:34 PDT 2009,In BizTalk traing at Microsoft Canada in scenic Mississauga. Day 2 of new job 
Negative,Fri Jun 05 19:13:26 PDT 2009,"@Gastonator yes, yes they are  how are you Ash?! I haven't talked to you in forever!"
Positive,Sat May 02 11:13:21 PDT 2009,working out with mi papi 
Positive,Sat May 30 20:43:20 PDT 2009,"Jamz with Spicer! Kinda like old times haha. So stoked, finally having bass really ties everything together "
Positive,Mon Jun 01 21:39:02 PDT 2009,"What i learned today: no matter how hard you try, You'll never be perfect. Night world. "
Positive,Tue Jun 02 03:59:39 PDT 2009,@GetKnownRadio i know 
Negative,Sat Jun 06 13:06:22 PDT 2009,@krakatoakatie I want to come and play 
Positive,Wed Jun 03 01:34:38 PDT 2009,I think I'm getting closer to the person I want to be than the lazy ass that I had become 
Positive,Sat May 30 08:09:20 PDT 2009,@RatedGRomance I could totally go for a truckload of dirt and a couple blueberry bushes. 
Negative,Tue Jun 16 01:08:57 PDT 2009,"@christelmcr u know christel, im so upsets. Guys from mcr didn't send me a reply "
Positive,Mon Jun 15 22:49:35 PDT 2009,heading to bed.   nighty ngiht all!!
Positive,Sun Jun 07 00:21:30 PDT 2009,"@recamel lol, because I am very private, lol  My facebook has a pic of Me though. Name, because I want to finalize the &quot;right&quot; one first"
Positive,Mon Jun 15 03:17:58 PDT 2009,Im at work again Lmfao the weather is gorgeous here in birmingham shame i cant be out in it but i feel good today so i dont mind 
Positive,Sun May 03 03:11:40 PDT 2009,@hramay haha ..kya baat hai holllywood kee 
Negative,Thu Jun 04 22:36:55 PDT 2009,@Cookleta and my room anyone can find me there 
Positive,Tue Jun 02 09:01:18 PDT 2009,@ComedyQueen good thanks 
Negative,Tue Jun 02 08:02:03 PDT 2009,Can't sleep. Swear the clock stayed 12:59 for an hour. My brother and @shaunjumpnow passed out to my right ages ago... I'm boredddd 
Negative,Tue Jun 16 20:24:39 PDT 2009,"@NeilHaskell wow, that sounds horribly fun  remember to just breathe, g'night!!"
Positive,Sun May 31 04:06:51 PDT 2009,http://twitpic.com/6brkq - yes he sure was dii 
Positive,Sun May 10 09:59:45 PDT 2009,@kledy I'm totally addicted to effing!  http://effing.cc
Negative,Wed Jun 17 11:09:26 PDT 2009,@Xpt_PK1 see all my friends out eating without me or at the pool without me 
Positive,Mon Jun 01 10:32:33 PDT 2009,@KChenoweth NIce character name &quot;Denny Downs&quot; Did you have something to do with that one??? Too funny! Loved the episode &amp; your song! 
Positive,Sat May 02 13:18:25 PDT 2009,@fishtaco95 hey. Follow me. It's Kassie. 
Positive,Fri Jun 05 10:22:50 PDT 2009,@Soul2Beautiful -- heya lady!  xoxo
Negative,Thu Jun 25 04:52:09 PDT 2009,"@redfly no, but it's still not letting me block spammers at the moment. something's up with twitter! "
Negative,Mon May 04 02:35:32 PDT 2009,night sooooo tired! still funky mood 
Negative,Tue Jun 16 09:30:53 PDT 2009,I came out of a meeting with RR Donnelley and they were totally unprepared. I wasted an hour out of my work day 
Negative,Tue Jun 02 07:16:06 PDT 2009,Okay I feel bad for not going to the gym.... 
Positive,Sat May 30 21:31:15 PDT 2009,@juicyypoo fine me more! and some with flower scenery and cupcakes! 
Negative,Mon Jun 15 21:34:33 PDT 2009,"Its quite frustrating, not to mention painful "
Negative,Thu Jun 25 00:13:58 PDT 2009,lol i bit my tounge. twice. once on each side. 
Positive,Fri May 22 01:59:32 PDT 2009,@justjesslyn i found you! 
Negative,Sun May 31 10:32:24 PDT 2009,Making ice cream. 
Positive,Sat Jun 06 11:29:46 PDT 2009,yes! home alone! with a car! 
Positive,Sat May 09 18:35:45 PDT 2009,at the theatre.... seeing star trek for a second time becuase i am that cool 
Positive,Fri May 22 07:48:08 PDT 2009,"@imbriton OMG, I thought I was the only one having &quot;computer brain&quot; - Ive said &quot;control alt delete&quot; in my head following a mistake! "
Positive,Sat Jun 06 08:15:11 PDT 2009,@mileycyrus i hope i get to see in during your tour miley! todays my birthday that'd be awesome if you replied 
Positive,Sun May 31 19:35:04 PDT 2009,@Chinkygirlmel  good luck mels! 
Negative,Thu Jun 18 12:44:36 PDT 2009,@mkreisdorph /b/ is about to be dead 
Positive,Fri Jun 05 21:16:04 PDT 2009,@Hollihigh @ryanwoodings I'm watching my sigur ros DVD. Remind me to lend it to you. You'll get even more excited for your honeymoon! 
Positive,Fri May 22 01:06:20 PDT 2009,Love life at the moment  can it really get any better? Me thinks not!
Positive,Sun Jun 07 08:06:21 PDT 2009,"Donnie sent me a comment on my Friendster account, hence I can't check it. Papa go to sleep na. Hahaha "
Positive,Sat Jun 06 04:44:11 PDT 2009,Please comment  http://bit.ly/2auFRK
Negative,Fri Jun 05 19:09:01 PDT 2009,@marisuun i didn't get in time to see the awards  (U)
Positive,Sat May 30 21:27:24 PDT 2009,@dylanwins well you are MY tour boyfriend 
Negative,Tue Jun 02 10:16:34 PDT 2009,@glamtweets  I love them! I do NOT love that they are sold out in my size 
Negative,Mon Jun 01 17:47:58 PDT 2009,"OMFG, my rant on Guillermo Vargas Habacuc plz help me get the word out  http://bit.ly/41abBQ"
Positive,Mon May 18 01:55:25 PDT 2009,@jshe see you Jen! 
Negative,Tue Jun 16 22:33:56 PDT 2009,is bummed out. don't know what to do 
Positive,Tue Jun 02 02:39:20 PDT 2009,@meerasapra My cousin went to Auli in May and thats what he told me. I can ask around. 
Negative,Sat May 16 22:10:07 PDT 2009,I have no idea why I was so surprised that my phone recieves calls??? Freaking out. Apparently I'm sick 
Positive,Sat Jun 06 20:04:50 PDT 2009,@NileyAddict155 uh.. what can we get from that shout out stuff? hehe just wanna ask if u don't mind 
Positive,Sat Jun 06 19:14:15 PDT 2009,"About to see @Caitisplain perform in the Shoreline Shorts. Rebecca is here, so I don't have to be alone! "
Negative,Thu Jun 25 00:02:46 PDT 2009,@theroser  no full moon crazy in toronto 
Positive,Sat Jun 06 16:45:11 PDT 2009,@mzvivi you should have atleast brought a boy home. What's wrong with you?! 
Negative,Sat Jun 20 22:34:58 PDT 2009, my neck hurts!  Stupid sleeping postions
Positive,Mon Jun 15 22:53:40 PDT 2009,@donniewahlberg Goodnite Sweetie!! Hope you have a wonderful nite and a fantastic Tuesday  u will be thought of...by me ;-) xox
Negative,Sat May 30 10:52:00 PDT 2009,just got back from moving more stuff.  now doing more pre-party work.  so tired.  totally not following doctor's orders 
Positive,Tue Jun 02 02:16:36 PDT 2009,"cbake76: @mopemiph E3 actually starts on Tuesday, my friend.  Some cool announcements at some press conferenc.. http://tinyurl.com/mjl9kh"
Positive,Sun Jun 07 16:02:51 PDT 2009,Dinner. Shower. Bed. 
Negative,Sat May 30 20:01:54 PDT 2009,@aliasgirl18 it's probably in storage now somewhere in Cali. 
Negative,Sun Jun 07 17:25:08 PDT 2009,@JustinMGaston  what's the matter? 
Negative,Fri May 22 07:07:18 PDT 2009,Got my painting clothes on! Ready to finish that spring cleaning ... though I doubt the children are. No camping spaces left anywhere. 
Negative,Sat Jun 20 18:26:49 PDT 2009,@Kaprice7 sad bc nobody wants to go out! 
Positive,Fri May 22 05:16:46 PDT 2009,can't wait till the concert tomoz. no more exams  and a concert to celebrate. 
Negative,Sat Jun 06 22:29:56 PDT 2009,@DrHotmann have i told you lately how much i miss you. because its a whole whole bunch. my life is not complete without jordan hotmann 
Negative,Tue Jun 23 11:09:14 PDT 2009,@Sianz oh im sorry i forgot u said that!  bad memory me...
Negative,Tue Jun 16 01:02:33 PDT 2009,Cold and lonely 
Positive,Sun May 31 02:36:12 PDT 2009,@arevein you performing? 
Negative,Sat Jun 06 19:33:51 PDT 2009,@heidimontag oh noo what's wrong?!  i hope you get better asap xx
Negative,Sat May 30 12:09:14 PDT 2009,i think im grounded but im not sure?? 
Positive,Fri Jun 05 23:14:57 PDT 2009,Owyea i failed the 'internet-break' mission. I will start to break again tonight. Welcome home mom dad and sist 
Negative,Mon Jun 01 08:02:11 PDT 2009,I must have found that emo chip I was missing last week 
Negative,Fri Jun 05 22:08:56 PDT 2009,why cant i go back to myspace 
Negative,Sun May 17 07:00:28 PDT 2009,My cat scratched my face. 
Positive,Sun Jun 07 07:01:28 PDT 2009,"Drag Me To Hell, It Was Sooooooooo Scary :O  But, It Was Also Funny At Some Points... I Mean The Goat Started Talking, Pure Quality "
Positive,Mon May 18 05:43:42 PDT 2009,"@RZebley @BradBlackman @champignons @illusiocreative Peak at new monoprints, thought you fellow printmakers would enjoy  http://is.gd/l4Oj"
Negative,Sun May 10 00:03:31 PDT 2009,Fuckkkkkkkk n flexxx i need fruity pepples omannnn am hungry n i want cereAl or papalla 
Positive,Tue Jun 02 19:09:07 PDT 2009,Watching The Lost Boys. 
Positive,Mon May 18 07:18:07 PDT 2009,@RockingtheRobin aww it's a kitty pretty blue eyes 
Positive,Mon Jun 01 09:49:37 PDT 2009,goodnight tweetweemates 
Negative,Sun May 31 06:56:11 PDT 2009,@davepumfrey Dave your blog (profile link) is giving an error message 
Negative,Sat May 02 03:35:08 PDT 2009,"The beds at Greektown are lovely, but I still can't sleep.  who wants to play?"
Positive,Fri May 01 23:16:11 PDT 2009,"Floralia's Eve is like Christmas Eve. I can hardly sleep, imagining what joy tomorrow might bring! "
Negative,Sun May 03 10:21:15 PDT 2009,Is tired of having &quot;broadband&quot; that works sporadically and having to pay for the priveledge of having to speak to a call centre in India 
Negative,Fri Jun 19 21:04:50 PDT 2009,"Of course, I'm departing for a wedding in NY at 8:30am, so I'm not going to be able to make it to a record store   #RSDPVS"
Negative,Sun Jun 21 08:42:44 PDT 2009,"just ganna go tidy up my fan family experience page, i feel like i've neglected it "
Negative,Sat Jun 20 08:41:51 PDT 2009,It is soooo cold 
Negative,Wed Jun 17 17:15:11 PDT 2009,"Just got home from work. Resting.... went to doc today, still having headaches but they'll get better..... "
Positive,Sun May 10 18:25:58 PDT 2009,watching Seven Pounds 
Positive,Sun Jun 07 11:02:24 PDT 2009,Already up to the start of Chart B on my first Endpaper Mitt. These things go fast - only started this morning! Looking gorgeous 
Positive,Fri May 22 01:09:03 PDT 2009, @Lucalexa i don't know. Nothing like the soothing sounds of minimal washing machine electronica!
Positive,Fri Jun 05 18:07:38 PDT 2009,"Had fun hanging out with jordon, zeb n melena  especially screamoing, beatboxing and rapping 'happy birthday' to melena. Im seeing all ..."
Negative,Sat Jun 20 07:43:35 PDT 2009,"@MyCatCrash lol i work up at 745 freaking out, thought i had to be at the bank today.  realized i didnt, felt stupid got back in bed. lol"
Negative,Tue Apr 21 03:51:54 PDT 2009,just finished soccer training  sooo tired.
Negative,Sun May 03 16:59:07 PDT 2009,My dog has killed five baby rabbits today....makes me haz a sad 
Negative,Sat Jun 20 18:22:51 PDT 2009,@PrincessLeah82 u dont answer messages on here either? 
Negative,Sun Jun 07 05:34:33 PDT 2009,so hungover...and stuck in this village without Burger King delivery service 
Negative,Sun Jun 07 11:27:06 PDT 2009,"Ate too much yummie food, I can't move anymore.. haha! Tummyache "
Positive,Mon Jun 01 01:04:13 PDT 2009,"Just watched the new trailer of 'New Moon' - amazing  Oh, Taylor, I'm in love with you  Really keen on that movie &lt;3"
Positive,Mon Jun 15 08:48:36 PDT 2009,"Learning 'Bubbly', 'Butterfly Fly Away' and 'Almost Lover on acoustic. Baby has been neglected... we're staying near the top-o'-alphabet "
Negative,Mon Jun 15 05:44:20 PDT 2009,"@Mennard  Good Afternoon, will probably have to go to meet my daughter from work later, she`s petrified of lightning too "
Negative,Sat May 30 05:56:10 PDT 2009,i'm so exhausted... 7am came way too soon. 
Positive,Mon Jun 15 03:15:51 PDT 2009,"@DanielStabile great!  ur way sweet, ily neighbor lol"
Positive,Sat Jun 06 15:12:00 PDT 2009,All thanks to the best teacher : Mrs. Gildersleeve 
Negative,Wed Jun 17 06:25:45 PDT 2009,I do not how someone can be cruel to animals. 
Positive,Wed Jun 03 04:23:37 PDT 2009,"cutting up, chewwing on malteasers txting people  missing clare @audreygiselle"
Negative,Mon Jun 15 22:51:31 PDT 2009,Is the PFC chat down for anyone else? i am getting really upset that i can't talk to my parafamily.                   
Positive,Sat May 30 09:33:43 PDT 2009,oh meow. 
Negative,Mon Jun 15 16:38:41 PDT 2009,@livin4hymn awww. Already? Will you have internet at your new place? 
Negative,Sat Jun 20 11:41:37 PDT 2009,@GPDrometer i love it. if only i had money to spend 
Positive,Mon Jun 01 13:44:30 PDT 2009,"@TheChiz hahaha, no way! She is in every good tv show at some point! "
Negative,Wed Jun 17 03:12:20 PDT 2009,My life pretty much sucks right now. 
Positive,Sun May 03 01:30:49 PDT 2009,@Rove1974 rove! give a shout out to me  you will win a gold if i have anything to do with it.. -.-
Negative,Sun May 17 05:41:21 PDT 2009,g: AwesomeWM tempts me every time I see it. 
Positive,Mon Jun 15 22:13:36 PDT 2009,@twitcouver how great would it be just to not have to go to work and play in the garden? 
Negative,Sat May 30 17:07:37 PDT 2009,@GentleSinner homework/revision when I wake up 
Positive,Wed Jun 03 06:42:32 PDT 2009,"Ok, I am done spamming! Off to work everyone! Have a fabulous day! "
Positive,Fri Jun 05 23:21:03 PDT 2009,@neonManda How are you 
Negative,Sat Jun 06 06:06:29 PDT 2009,@Real_Ian_Morris waaah 
Negative,Fri May 22 03:15:35 PDT 2009,@xoxojoannamarie eeek sry I'm late bg...but happy brithday baby! I tried 2 send myself 2 u but it didn't wrk 
Negative,Fri Jun 19 06:42:41 PDT 2009,just got home from school because of finalls weekend starts early for me yaya... movies later and five guys then gillys for the last time 
Positive,Fri May 29 16:00:15 PDT 2009,@dannywood LOL...that's funny! Glad you landed safe and sound! 
Positive,Mon May 04 02:48:15 PDT 2009,"@bobbyllew If you had owned an *actual* cellphone, that would have been video, and called a &quot;QiK&quot; "
Negative,Tue Jun 16 01:28:44 PDT 2009,"Hmm, well, i kinda started to. So... tomorrow? "
Positive,Tue Jun 02 22:35:13 PDT 2009,@symphnysldr thinks u should have a concert in NY soon! mayb wir CJ? cause that would be amazing &amp; i LOVE your music.  it's my bday im 20!
Positive,Mon Jun 01 15:41:25 PDT 2009,When I used to mix my portastudio I often used WIDE panning and bounced 3 to 1 then recorded the other 3 tracks turning my 4 track into 8 
Positive,Wed Jun 03 07:53:57 PDT 2009,Brushing the teeth. 
Negative,Fri Jun 19 22:29:59 PDT 2009,@Tarlene Can i say you something? I miss yoi alot 
Negative,Sat Jun 20 09:24:03 PDT 2009,Watching Hannah Montana 
Positive,Sat May 16 22:55:29 PDT 2009,@Terry_Locke night don't let the bed bugs bite 
Positive,Mon Jun 15 08:48:29 PDT 2009,"@readscott honestly, I really love it! I've always been a FL girl..but I am loving the nature, the people and the good food. "
Negative,Sat May 30 01:56:36 PDT 2009,@suebrawley enjoy your alcohol for me! i won't be able to have any again for 9 months. 
Positive,Sat Jun 06 05:55:06 PDT 2009,"Off out in the miserable rain, be back soon "
Negative,Thu Jun 25 01:43:49 PDT 2009,wow my day was filled with a bunch of shit  hopefully i get to go to new orelans tomarrow.
Negative,Sat Jun 20 01:54:18 PDT 2009,Morning. Jus woke up. Had a rough night sleep-wise. Coughing n spluttering. Gonna stay in bed. 
Positive,Sun May 31 05:17:26 PDT 2009,dance til 11:30.. 2 hours of dance ahead of mee. should be fun 
Negative,Wed Jun 17 17:43:09 PDT 2009,i have no reason to tweet any more 
Negative,Sat May 30 15:16:20 PDT 2009,"really sick, such a miserable day! "
Positive,Sat May 02 07:03:03 PDT 2009,"@mickyfin just for you, another coffee, and ooooh, a little sneaky cake  and now to White Stuff... http://twitpic.com/4ei65"
Negative,Mon May 18 01:00:44 PDT 2009,"you know its time for a new mattress when the springs are coming up and cutting you,.  booooooo."
Negative,Sun May 10 01:27:43 PDT 2009,is looking after her nephews and shes tiiiiireddddd  lol eeeep for kids of my own! xxx
Positive,Sat Jun 06 19:18:38 PDT 2009,Getting ready to head out to Roe and Habanos for B~Day parties 
Negative,Sat Jun 20 12:09:52 PDT 2009,Manual laundry time. EXHAUSTING! (And a sister who doesn't care) Washing machine? Later. -_-lll My hands are hurting 
Positive,Fri May 29 09:44:41 PDT 2009,@ophelia24 you're jealous of me why? P.s. Love ya doll!! 
Positive,Fri May 01 23:35:57 PDT 2009,@BrianDeagon sound advice. 
Negative,Wed Jun 17 06:34:25 PDT 2009,@Style_Grace takin secnd session too 
Negative,Mon Jun 15 05:35:02 PDT 2009,Has UK Sci-Fi hit the rocks? #Primeval gone and #Torchwood could follow! 
Positive,Sat Apr 18 21:42:21 PDT 2009,@RetroRewind that's a great idea 
Negative,Mon May 18 05:18:17 PDT 2009,@David1969 we believe our 8 month old baby could just be starting to teethe!!! 6 months of this does not sound good 
Negative,Wed Jun 17 17:24:31 PDT 2009,Why's it so hard to watch movies where a boy and girl fall in love? 
Negative,Fri Jun 19 15:26:02 PDT 2009,Gmail's 'undo send' feature needs to be a lot larger and easier to find. I can never find it when I actually want to use it. 
Negative,Tue Jun 16 06:40:50 PDT 2009,"etl and school data are not playing well tonight. Dirty, dirty data  wonder if there was a random number generator used to create it"
Positive,Mon Jun 01 17:44:16 PDT 2009,"Well, at least I had the balls to do it. "
Positive,Mon Jun 01 03:33:11 PDT 2009,@jonnylandau  Happy Monday then!!
Negative,Mon May 04 04:53:21 PDT 2009,Boohoo to my teams (miami and chicago) being eliminated over the weekend  BUT that tko by pacman was insaaaane!
Positive,Mon Jun 15 21:47:09 PDT 2009,http://twitpic.com/7ivq1 - taken with my blackberry. 
Negative,Sat Jun 20 03:31:01 PDT 2009,@dvldb no idea what I have... I think it's EI  I'm sad now.
Negative,Sun May 31 16:17:29 PDT 2009,No basketball til thrusday....what am i suppose to do? 
Negative,Mon Jun 01 11:23:44 PDT 2009,Awww he's sick today 
Positive,Sat May 30 06:32:54 PDT 2009,Shower time  GOOD NIGHT SWEET DREAMS EVERYBODY  x
Positive,Sat May 02 07:18:03 PDT 2009,Considering entering a logo design competition http://tinyurl.com/cp67y4 never have been very artisitc but could do with the money 
Positive,Sat Apr 18 13:49:26 PDT 2009,@charmania yes it was hahaha! 
Positive,Sat May 30 06:14:40 PDT 2009,"@jonasbrothers http://twitpic.com/4n27u - Nice, shoe pictures  if you don't know what to do then you can always take a picture of your ..."
Positive,Tue Jun 02 02:04:44 PDT 2009,Getting the Ski gear out as we are hitting Mt Ruapehu this weekend 
Negative,Fri Jun 19 06:31:57 PDT 2009,@clairehopkins90 geog  i can c u!! xx
Positive,Sun Jun 07 12:56:44 PDT 2009,just had the best bath everrrrrrr  listening to nevershoutnever! christofer drew &lt;3
Positive,Fri Jun 05 23:35:01 PDT 2009,@tyrese4real songs a little different than what we're used to from you...but im FEELIN IT 
Positive,Sun May 31 05:45:14 PDT 2009,si senoir... lol ok i will ask my mom.  um. so i have a huge ant bite on my ass. it hurts!
Negative,Sat May 30 14:05:03 PDT 2009,1 on the 1st race I bet  lost on the 2nd 
Positive,Sun May 10 08:59:31 PDT 2009,was out until 4 a.m. last night�nuts! I love bon fires and my friends 
Positive,Wed Jun 03 07:36:19 PDT 2009,"http://twitpic.com/6j5zn - Many people came to my exhibition in may, it was a huge success! "
Negative,Mon Apr 20 07:50:02 PDT 2009,has now got the taste of a tangle twister or loop the loop in my mouth. Not sure which it is but I have neither so it's useless 
Negative,Sat May 16 20:42:12 PDT 2009,I would give my right eye for someone to talk to right now.  fml.
Negative,Sun Jun 07 18:23:30 PDT 2009,more tooth drillin tomorrow 
Positive,Mon Jun 15 16:26:52 PDT 2009,"@pedrofurla Look at your logo, and you shall know "
Positive,Sun May 31 00:26:07 PDT 2009,drinking iced coffee  and eating fries w/ big mad sauce ha
Positive,Mon May 18 00:58:57 PDT 2009,Posting this from IRC.  Basically searching the net and talking.
Positive,Fri May 22 01:26:53 PDT 2009,FREE PAYPAL MONEY... Simple as playing games  Its f***** funny...Step-by-step instructions http://cashtricks.myblog.it
Negative,Sun Jun 07 18:44:03 PDT 2009,"@tathamoddie i'll try to miss you while i'm in sunny brisbane... =p hopefully i'm twit-enabled there, otherwise "
Negative,Tue Jun 16 12:50:40 PDT 2009,@webstl and aaaah Glasto Bowie! I think I might just cry 
Positive,Thu May 21 23:43:58 PDT 2009,@iqbalza you're the man. SF has benefitted from the Indo-Paki handoff 
Negative,Wed Jun 17 07:12:33 PDT 2009,"It's true that men are stronger, my back hurts. "
Negative,Wed Jun 03 06:11:34 PDT 2009,"@symphnysldr  mr. deleon, you're pretty much amazing. your music is crazy good. i wish i could see you in dc but i have camp "
Negative,Fri May 29 12:35:27 PDT 2009,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
Negative,Sat Jun 20 21:25:26 PDT 2009,@Chrissymarsh I know!! 
Negative,Sun Jun 21 04:07:57 PDT 2009,@kurishi  well hopefully he'll make up for it when you do see him!!
Negative,Mon Jun 22 18:40:17 PDT 2009,"Oops, jetblue put an extra 13000 lbs of fuel on our plane. Sat an hour on the tramac "
Negative,Sun May 17 02:44:31 PDT 2009,@terriannmurphy no I haven't 
Negative,Mon May 11 21:43:31 PDT 2009,I wanted to wake up and hear that the Canucks won.  next year. Nice run boys! Thank you for a good year!
Positive,Tue Jun 16 02:03:03 PDT 2009,@josephcurran thanks. I tweet only SEO Leads 
Negative,Wed Jun 17 14:23:21 PDT 2009,@imnotobsessed thats awful. shes so very nice. 
Negative,Fri Jun 19 12:26:49 PDT 2009,Been on the phone with AT&amp;T all morning and no one knows anything  Put old sim in new phone with different number ... DISASTER ...  LOL.
Negative,Tue Jun 16 01:47:59 PDT 2009,@gfalcone601 what sunshine???? oh yeah i forget your not in my rainy edinburgh  throw some up to me please x
Negative,Mon Jun 01 08:15:49 PDT 2009,Im still wondering on how to put my twtter at my blog 
Negative,Mon Apr 20 07:48:45 PDT 2009,I'm at work 
Positive,Wed Jun 03 08:59:56 PDT 2009,back from the dentist. some of you people stay on twitter like all day. 
Negative,Sun Jun 07 09:20:39 PDT 2009,@TheKellanLutz me either! I am having an AWFUL mornin! Very sad! 
Negative,Sun Jun 07 18:21:22 PDT 2009,Anyways.. I think i'm going to bed. School in the morning. I hope you get better!! 
Positive,Sun May 31 18:02:25 PDT 2009,@_JamieLeeCurtis   good Jamie...and u ... thanks for asking   hadn
Positive,Mon May 18 04:30:31 PDT 2009,@realmadridtalk Congratulation 
Negative,Fri May 29 18:19:17 PDT 2009,http://twitpic.com/684zo - i miss my brother  FREE MATTy P!
Negative,Sat May 30 12:57:11 PDT 2009,@delloutlet any more 20% coupons? You guys changed the expiration date on the recent one!!! 
Negative,Thu Jun 18 11:30:09 PDT 2009,Damn it. the swipe to delete on TTR is temperamental... it boots into the song instead of showing the delete button 
Positive,Wed Jun 03 01:34:29 PDT 2009,@raytoro  yaaay hah no more slow internet! 
Positive,Sun May 31 00:47:55 PDT 2009,"@QUEENCLARA You wouldn't be bothering us! Yeah, don't forget to give us a call "
Positive,Mon Jun 01 05:56:13 PDT 2009,@moosegrinder That was a good read. Looking forward to more now 
Negative,Sat Jun 20 12:08:43 PDT 2009,@chrisdurso...wait! not peaches...it was a guy! but i dont remember his name 
Positive,Sun Jun 07 16:46:17 PDT 2009,"@sparkling_gold Thanks, soulmate! The storm bounced down south, so it was all good. "
Positive,Mon Jun 01 03:53:23 PDT 2009,@siduli perhaps lodge a complaint with www.getclosure.co.za @getclosure re: KFC - not Hello Peter 
Positive,Mon May 18 05:15:39 PDT 2009,@kiddshow so true   (kiddlive live &gt; http://ustre.am/2FUW)
Positive,Sun Jun 07 07:03:43 PDT 2009,@WeSupportNiley OMG!! it's AMAZINGGGGGGGGGGG really amazing 
Positive,Sun May 03 16:23:49 PDT 2009,"I crashed and burned, but I covered pretty well. "
Positive,Sat Jun 06 16:06:53 PDT 2009,sand soccer weekend. 
Positive,Sun Jun 14 22:53:33 PDT 2009,had a fun filled night 
Negative,Sat Jun 20 10:56:22 PDT 2009,"@emmaXIII how much are the tickets? are they no pure expensive, i've just got tickets to new found glory and 2 tbs gigs so im a bit skint "
Positive,Mon Jun 15 08:39:13 PDT 2009,@amarkovic Will let you know... anyway I have a couple of ideas. Let me think more 
Positive,Sun May 17 12:02:19 PDT 2009,come dine with me 
Negative,Tue Jun 16 08:00:46 PDT 2009,"OMG so much of a gmorning. One leg is freaking killilng me, and i dont want to go to to work today.... "
Negative,Sun May 03 03:41:21 PDT 2009,Wireless poor so my Mac is using Ethernet cable. Guess I'll be partying at #stc09 like it's 1999?  Off to Leadership Day (all day) soon.
Positive,Thu May 14 04:16:57 PDT 2009,@Tigzy Well done on clients! 
