"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
22969,"M","BLACK","43-47",5,0,1,"Standard","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",2,1,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,NA,NA,0,0,0,0,0,1
22970,"M","BLACK","23-27",21,0,5,"Standard","Less than HS diploma",3,NA,"Less than 1 year",3,6,0,1,5,3,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
22971,"M","BLACK","38-42",2,0,5,"Standard","At least some college",2,"Violent/Non-Sex","Less than 1 year",6,4,2,2,3,1,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0
22972,"M","BLACK","28-32",15,0,10,"Specialized","High School Diploma",2,"Other","1-2 years",6,6,1,0,4,5,1,1,1,4,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,4,6,0,0,81.58823529,0.05882353,0,0,0,1,1.316690699,0,0,0,0,0,0
22975,"F","WHITE","23-27",3,NA,7,"High","High School Diploma",3,"Property","1-2 years",2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4,10,0,3,15.71428571,0,0.025974026,0.038961038,0,0.810743802,2.716735537,1,0,0,0,0,0
22976,"M","BLACK","33-37",5,0,4,"Standard","High School Diploma",1,NA,"1-2 years",4,0,1,1,2,0,0,0,2,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,1,88.5,0,0,0,0,1,3,0,1,0,0,1,0
22977,"M","WHITE","28-32",17,1,7,"High","High School Diploma",1,"Drug","1-2 years",3,2,0,3,1,1,0,0,2,1,0,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,71.13333333,0,0,0,0,0.762886598,1.026944705,0,0,0,0,0,1
22978,"M","BLACK","28-32",19,0,4,"Standard","High School Diploma",3,"Drug","1-2 years",1,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,0.692,0.7305,0,0,0,0,0,1
22979,"M","BLACK","28-32",19,1,5,"Standard","High School Diploma",3,"Drug","1-2 years",3,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,85.3,0,0,0,0,0.835873388,0.428194607,0,0,0,0,0,1
22980,"F","BLACK","23-27",9,NA,6,"Specialized","At least some college",0,"Violent/Non-Sex","More than 3 years",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,65.47058824,0,0,0,0,1,0.984501348,0,0,0,0,0,1
22981,"M","BLACK","18-22",19,0,6,"High","High School Diploma",1,NA,"1-2 years",3,1,0,1,3,1,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,9,3,0,197.25,0.25,0,0,0,0,0,0,1,0,1,0,1
22982,"F","BLACK","23-27",16,NA,7,"High","Less than HS diploma",0,"Other","Less than 1 year",2,6,0,1,2,3,0,0,1,4,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,3,8,0,0,27.125,0.125,0,0,0,0.949308756,0.841589862,0,1,0,1,0,1
22983,"M","WHITE","23-27",25,0,5,"Standard","High School Diploma",0,"Property","1-2 years",4,0,0,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,NA,NA,NA,NA,NA,0.508532423,1,0,1,0,1,0,0
22985,"F","WHITE","23-27",8,NA,5,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","1-2 years",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,0.184466019,1,0,0,0,0,0,1
22986,"F","BLACK","28-32",8,NA,5,"Standard","Less than HS diploma",3,"Property","1-2 years",4,6,0,5,0,2,0,0,2,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,167.6,0,0,0,0,0.653937947,0.871718377,0,1,0,1,0,1
22987,"F","BLACK","28-32",7,NA,7,"High","High School Diploma",3,"Drug","1-2 years",2,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1.367977528,0,1,0,1,0,1
22988,"M","BLACK","23-27",12,0,4,"Standard","At least some college",3,"Drug","Less than 1 year",2,3,0,0,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13.16666667,0.083333336,0,0,0,0.167721519,1,0,1,0,1,0,1
22989,"F","WHITE","23-27",3,NA,7,"High","High School Diploma",3,"Property","Greater than 2 to 3 years",3,2,1,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,3,277.4285714,0,0,0,0,0.338825953,0.376158599,0,1,0,1,0,1
22991,"M","WHITE","28-32",25,0,7,"High","High School Diploma",0,"Property","Less than 1 year",6,3,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,NA,NA,NA,NA,NA,0.961098398,1.671624714,0,1,0,0,1,0
22992,"M","BLACK","43-47",21,0,5,"Standard","At least some college",3,NA,"1-2 years",3,4,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,9,0,0,177.6,0.200000003,0,0,0,0,0,0,0,0,0,0,1
22993,"M","BLACK","28-32",10,0,5,"Standard","At least some college",3,"Drug","Less than 1 year",3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,46.77777778,0,0,0,0,0,0,0,1,0,1,0,0
22994,"M","BLACK","43-47",2,0,3,"Specialized","At least some college",1,NA,"1-2 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,9.62962963,0,0,0,0,1,3,0,0,0,0,0,1
22995,"M","WHITE","28-32",7,0,1,"Standard","High School Diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,1,1.2175,0,0,0,0,0,0
22996,"M","BLACK","23-27",21,1,7,"Standard","Less than HS diploma",0,"Property","More than 3 years",2,2,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26.27272727,0.181818187,0,0,0.090909094,0.85467128,2,0,0,0,0,0,1
22997,"M","BLACK","43-47",3,0,4,"Standard","High School Diploma",3,"Drug","1-2 years",8,2,1,3,3,1,0,0,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,0.770223752,0.314328744,0,1,0,0,1,1
22998,"M","WHITE","33-37",3,1,4,"Standard","High School Diploma",3,"Property","1-2 years",7,6,1,5,0,1,0,0,3,4,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,195.4,0,0,0,0,1,1.121545548,0,0,0,0,0,0
23000,"M","WHITE","38-42",24,0,7,"High","High School Diploma",3,"Violent/Non-Sex","1-2 years",4,5,1,1,1,1,1,0,0,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,128.2,0.200000003,0,0,0,0,0,0,0,0,0,0,0
23002,"M","WHITE","43-47",17,0,4,"Standard","Less than HS diploma",2,NA,"Less than 1 year",9,6,2,5,0,4,1,1,2,3,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,70.2,0,0,0,0,1,2,0,1,0,1,0,1
23004,"M","WHITE","28-32",2,0,7,"High","Less than HS diploma",0,"Property","1-2 years",5,3,1,1,3,2,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,4,10,3,0,28.57894737,0.157894731,0,0.052631579,0,0.605893186,1.345303867,0,0,0,0,0,0
23006,"F","BLACK","33-37",16,NA,6,"High","Less than HS diploma",0,NA,"Less than 1 year",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,10,0,0,37.16666667,0.083333336,0,0,0,0.919282511,0.818946188,0,0,0,0,0,0
23007,"M","WHITE","48 or older",9,0,2,"Standard","High School Diploma",2,"Violent/Non-Sex","More than 3 years",3,6,2,0,2,2,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,15.625,0,0,0,0,0.770666667,1.948,0,1,0,0,1,0
23008,"M","BLACK","28-32",8,0,5,"Specialized","High School Diploma",1,"Violent/Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1
23009,"M","BLACK","43-47",25,0,4,"Specialized","High School Diploma",3,"Violent/Non-Sex","1-2 years",10,6,3,0,2,5,0,1,2,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
23010,"M","BLACK","28-32",11,0,7,"High","Less than HS diploma",3,"Other","Less than 1 year",8,5,2,4,2,4,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,1,2,0,1,0,1,0,1
23011,"M","WHITE","18-22",17,0,7,"High","Less than HS diploma",2,"Property","1-2 years",4,5,0,4,0,5,0,0,2,1,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,42.8,0,0,0,0,0.528037383,3,0,0,0,0,0,1
23012,"M","BLACK","33-37",10,0,6,"High","High School Diploma",2,"Drug","1-2 years",4,2,0,1,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0
23013,"M","BLACK","23-27",5,0,8,"Specialized","Less than HS diploma",0,"Property","Greater than 2 to 3 years",2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,61.25,0.125,0,0,0,0.865306122,1.490816327,0,0,0,0,0,1
23015,"M","WHITE","33-37",2,0,4,"Standard","Less than HS diploma",0,NA,"Less than 1 year",2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,143,0,0,0,0,0.298368298,1.702797203,0,0,0,0,0,1
23016,"M","BLACK","18-22",2,1,10,"Specialized","High School Diploma",0,NA,"Less than 1 year",2,2,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,4,10,2,0,46.28571429,0.714285731,0.142857149,0,0,0.663580247,1,0,1,0,1,0,1
23017,"F","WHITE","48 or older",4,NA,3,"Standard","High School Diploma",3,"Property","Less than 1 year",8,6,0,5,0,3,0,0,2,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,144.5,0,0,0,0,0,0,0,1,0,0,1,1
23018,"M","BLACK","18-22",1,0,10,"Specialized","High School Diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5,0,0,20.65625,0.125,0,0,0,0.792738275,1.657715582,0,0,0,0,0,1
23019,"M","BLACK","23-27",14,0,8,NA,"Less than HS diploma",2,"Violent/Non-Sex","1-2 years",3,2,1,2,1,1,0,0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,133.5,0,0,0,0,0.501872659,2,0,0,0,0,0,1
23022,"M","WHITE","48 or older",23,0,3,"Standard","At least some college",2,"Property","Less than 1 year",3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.16666667,0,0,0,0,0,0,0,0,0,0,0,1
23023,"M","WHITE","23-27",23,0,9,"Specialized","High School Diploma",0,NA,"Less than 1 year",5,2,1,1,2,3,1,0,2,2,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,68,0,0,0,0,0.838235294,0.895220588,0,0,0,0,0,1
23024,"M","WHITE","28-32",17,0,5,NA,"Less than HS diploma",0,"Drug","Less than 1 year",6,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1
23026,"M","WHITE","43-47",16,0,3,"Standard","Less than HS diploma",2,"Drug","More than 3 years",5,4,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,NA,0,0,0,0,NA,NA,0,0,0,0,0,1
23027,"M","WHITE","48 or older",14,0,3,"Standard","Less than HS diploma",3,"Property","Less than 1 year",7,6,3,5,1,3,0,0,3,4,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,23.20833333,0.041666668,0,0,0,0.947935368,0.655745063,1,0,0,0,0,1
23029,"M","WHITE","18-22",24,1,7,"High","Less than HS diploma",1,"Property","Greater than 2 to 3 years",4,1,1,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,0,2,12.05555556,0,0,0,0,0.797235023,1,0,0,0,0,0,1
23031,"M","BLACK","33-37",1,0,9,"Specialized","At least some college",1,NA,"1-2 years",10,6,1,5,5,4,0,1,3,2,1,2,2,0,1,0,0,1,1,1,0,0,0,0,0,3,6,0,1,35.71428571,0.035714287,0,0,0,0.756,0.36525,0,0,0,0,0,1
23032,"M","BLACK","48 or older",11,0,6,"High","Less than HS diploma",3,"Property","1-2 years",10,6,3,3,5,4,1,0,3,2,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
23035,"F","WHITE","23-27",17,NA,10,"Specialized","Less than HS diploma",1,"Other","Less than 1 year",5,6,0,5,3,4,0,1,1,3,0,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,5,0,1,12.69230769,0,0,0,0,0.375757576,1,0,1,0,0,1,1
23036,"M","BLACK","48 or older",4,0,4,"Standard","High School Diploma",3,"Violent/Non-Sex","1-2 years",10,4,3,5,3,5,1,1,3,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,2,NA,NA,NA,NA,NA,1,0.927030457,1,0,0,0,0,1
23037,"M","BLACK","28-32",9,0,8,"High","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,64.66666667,0.333333343,0,0,0,0,0,0,0,0,0,0,1
23038,"M","BLACK","43-47",15,0,5,"Standard","High School Diploma",3,"Property","1-2 years",3,4,3,2,0,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,4,6,0,1,24.125,0,0.0625,0,0,0.702072539,0.946243523,0,1,0,0,1,0
23039,"M","BLACK","33-37",15,0,4,"Standard","At least some college",3,"Drug","More than 3 years",2,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,66.16,0,0,0,0,0.780532044,0.44165659,0,0,0,0,0,1
23040,"M","WHITE","33-37",24,0,5,NA,"Less than HS diploma",1,"Drug","1-2 years",4,6,0,1,4,5,0,1,1,4,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,6,0,2,78.66666667,0,0,0,0,0.973163842,1.031779661,0,0,0,0,0,1
23041,"M","WHITE","28-32",16,0,6,"Standard","High School Diploma",2,"Drug","1-2 years",7,1,1,0,3,5,0,0,3,1,0,1,2,1,0,0,0,0,1,1,0,0,1,1,0,4,10,2,0,25.08888889,0.044444446,0,0.044444446,0.044444446,0.388839681,1.941098317,0,1,0,0,1,1
23042,"M","WHITE","18-22",9,0,7,"High","Less than HS diploma",0,"Property","Less than 1 year",2,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
23044,"F","BLACK","23-27",3,NA,9,"Specialized","Less than HS diploma",0,"Property","Less than 1 year",6,6,2,5,0,3,1,0,1,4,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,4,7,1,1,177,0,0,0,0,0.641242938,1,1,1,0,0,1,1
23045,"M","WHITE","38-42",19,0,3,"Specialized","High School Diploma",0,"Other","Greater than 2 to 3 years",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1,0,1,25.52,0.039999999,0,0,0,0.032131661,0.286246082,1,0,0,0,0,1
23047,"F","WHITE","28-32",7,NA,8,"High","Less than HS diploma",3,"Property","1-2 years",3,1,0,1,2,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,128.125,0,0,0,0,1,0.712682927,1,0,0,0,0,1
23048,"M","WHITE","33-37",17,0,7,"High","Less than HS diploma",0,"Property","Less than 1 year",5,6,1,2,2,4,0,0,1,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,10,0,1,167.3333333,0.333333343,0,0.333333343,0,1,2.182768924,1,1,0,1,0,0
23050,"M","BLACK","18-22",25,1,6,"Standard","Less than HS diploma",0,"Property","More than 3 years",5,0,1,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
23051,"M","WHITE","43-47",1,0,10,"Specialized","Less than HS diploma",2,"Property","Greater than 2 to 3 years",10,6,1,5,2,5,0,1,3,4,1,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,10,0,0,18.38461538,0,0,0.01923077,0.03846154,0.876569038,0.764121339,0,0,0,0,0,0
23053,"F","WHITE","28-32",3,NA,8,"High","High School Diploma",1,"Property","Less than 1 year",4,3,0,2,0,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,1,0,10.95238095,0,0,0.047619049,0,0,0,0,1,0,1,0,0
23054,"M","WHITE","23-27",19,0,7,"High","High School Diploma",0,"Property","1-2 years",2,1,0,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.9,0,0,0,0,1,0.891578519,0,0,0,0,0,0
23055,"M","BLACK","18-22",20,0,7,"High","High School Diploma",0,"Violent/Non-Sex","1-2 years",2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,718.5,0,0,0,0,0.998608212,0.254175365,0,0,0,0,0,1
23056,"M","WHITE","43-47",19,0,10,"High","Less than HS diploma",2,"Property","1-2 years",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0.992598684,0.300370066,0,0,0,0,0,1
23057,"M","WHITE","18-22",24,1,10,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,0,120,0.333333343,0,0,0,0.202777778,1,0,0,0,0,0,1
23058,"M","BLACK","23-27",11,1,9,"Specialized","High School Diploma",1,"Other","Less than 1 year",9,6,1,3,2,4,0,1,1,4,1,3,2,1,0,1,0,0,1,0,0,0,0,0,0,4,1,3,3,27.77777778,0.166666672,0,0,0,0.982,1.461,0,1,0,1,0,1
23060,"M","BLACK","38-42",3,1,8,"High","High School Diploma",3,NA,"Greater than 2 to 3 years",8,1,0,3,5,0,0,0,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,105.3333333,0.166666672,0,0,0,0.916139241,0.577927215,0,1,0,1,0,0
23061,"F","WHITE","28-32",16,NA,7,"High","High School Diploma",1,"Property","1-2 years",3,3,1,2,1,2,0,0,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,10,1,0,16.13559322,0,0,0.06779661,0.084745765,0,0,0,0,0,0,0,1
23064,"M","WHITE","48 or older",8,0,2,"Standard","At least some college",1,NA,"Less than 1 year",4,4,1,2,1,1,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.6,0,0,0,0,0.896595208,0.460592686,1,0,0,0,0,1
23065,"M","WHITE","28-32",12,1,6,"High","Less than HS diploma",2,"Violent/Non-Sex","1-2 years",8,6,1,1,1,4,1,0,1,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,1,2,0,1,0,1,0,1
23066,"M","BLACK","28-32",19,0,6,"High","Less than HS diploma",2,"Property","Less than 1 year",7,6,3,4,0,5,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,112.25,0,0,0,0,1,0.813474388,0,0,0,0,0,0
23067,"M","WHITE","23-27",25,0,5,"Standard","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1
23068,"M","BLACK","23-27",11,0,NA,"Specialized","Less than HS diploma",3,"Violent/Non-Sex","1-2 years",6,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,92.5,0,0,0,0,0,0,1,1,0,1,0,0
23069,"M","BLACK","23-27",2,0,5,"Standard","Less than HS diploma",2,NA,"Less than 1 year",1,3,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
23070,"F","WHITE","23-27",24,NA,6,"High","At least some college",1,"Drug","Less than 1 year",2,3,2,1,2,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
23071,"M","BLACK","23-27",12,0,7,"High","Less than HS diploma",1,"Drug","1-2 years",3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,304.25,0,0,0,0,1,0.600246508,0,1,0,0,1,0
23075,"M","BLACK","48 or older",14,0,3,"Standard","At least some college",3,"Drug","Greater than 2 to 3 years",10,6,3,5,4,4,0,1,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,30.70512821,0,0.012820513,0,0,0.668058455,0.152505219,0,0,0,0,0,1
23076,"M","WHITE","43-47",12,0,5,"Standard","Less than HS diploma",1,"Other","1-2 years",7,5,1,0,4,1,0,1,3,1,1,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,98.5,0,0,0,0,0.861493836,0.264865845,0,0,0,0,0,0
23077,"F","WHITE","48 or older",14,NA,3,"Standard","At least some college",0,"Property","1-2 years",2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88.66666667,0,0,0,0,0.342105263,1,0,0,0,0,0,1
23079,"M","BLACK","48 or older",18,0,4,"Standard","High School Diploma",1,"Property","1-2 years",10,6,3,5,2,4,1,0,3,3,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,90.9,0,0,0,0,0,0,0,0,0,0,0,1
23080,"F","BLACK","23-27",11,NA,5,"Standard","Less than HS diploma",3,"Violent/Non-Sex","1-2 years",3,4,2,1,0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,62.8,0,0,0,0,1,0.58160828,0,0,0,0,0,0
23081,"M","WHITE","33-37",17,0,6,"Standard","Less than HS diploma",3,"Property","Less than 1 year",5,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,25.53333333,0,0,0,0.06666667,1,1.907310705,0,1,0,0,1,1
23082,"M","WHITE","18-22",5,0,7,"High","High School Diploma",0,"Property","Less than 1 year",1,4,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,149,0,0,0,0,0.516778523,2.451342282,0,0,0,0,0,1
23083,"M","BLACK","23-27",12,0,5,"Standard","At least some college",1,"Drug","Greater than 2 to 3 years",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,61.875,0,0,0,0,0.768686869,0.368939394,0,1,0,0,1,1
23085,"M","WHITE","48 or older",1,0,2,"Standard","High School Diploma",3,"Property","Less than 1 year",4,6,0,2,1,1,0,0,3,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.988888889,1,1,0,0,0,0,1
23086,"M","WHITE","23-27",3,0,6,"Specialized","At least some college",0,"Violent/Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,10,0,0,74.45454545,0,0,0,0,0.942612943,0.891941392,0,0,0,0,0,0
23087,"M","WHITE","48 or older",22,0,3,"Specialized","High School Diploma",0,"Violent/Sex","1-2 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.830769231,0,0,0,0,0.272300469,0.571596244,1,0,0,0,0,1
23088,"M","BLACK","33-37",18,0,4,"Specialized","At least some college",1,"Other","Less than 1 year",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,190.8,0,0,0,0,1,0.76572327,0,0,0,0,0,1
23089,"F","WHITE","18-22",19,NA,9,"High","Less than HS diploma",1,"Drug","1-2 years",2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,3,6,0,0,15.54054054,0.027027028,0,0.040540539,0,0.929565217,0.317608696,1,0,0,0,0,1
